Modification,Perplexity_mean,Time_mean
"{'run_mode': 'prune', 'config': 'config.json', 'base_model': 'vinai/PhoGPT-4B-Chat', 'output': 'pruning_results.csv', 'instructive_prompt': False, 'measure_time': True, 'output_console': True, 'bnb': 'none', 'load_peft_path': None, 'model_path': '', 'dataset_path': '', 'block_size': 1024, 'precision': 'fp16', 'eval_after_train': None, 'save_full_model': None, 'save_path': './trained_model', 'benchmark': 'perplexity-dataset-oscarvi', 'repeat': 1, 'eval_base': True, 'pruning_method': 'xconsecutive', 'pruning_rate': [], 'pruning_layer_num': [1, 2, 3, 4, 6], 'pruning_target': '', 'pruning_data': 'c4', 'pruning_n_samples': 1000, 'pruning_rand_data': None, 'pruning_batch_size': 32, 'pruning_avg': None, 'pruning_mag_norm': 'l1', 'pruning_grad_T_order': 1}",,
"{'run_mode': 'prune', 'config': 'config.json', 'base_model': 'vinai/PhoGPT-4B-Chat', 'output': 'pruning_results.csv', 'instructive_prompt': False, 'measure_time': True, 'output_console': True, 'bnb': 'none', 'load_peft_path': None, 'model_path': '', 'dataset_path': '', 'block_size': 1024, 'precision': 'fp16', 'eval_after_train': None, 'save_full_model': None, 'save_path': './trained_model', 'benchmark': 'perplexity-dataset-c4', 'repeat': 1, 'eval_base': True, 'pruning_method': 'xconsecutive', 'pruning_rate': [], 'pruning_layer_num': [1, 2, 3, 4, 6], 'pruning_target': '', 'pruning_data': 'c4', 'pruning_n_samples': 1000, 'pruning_rand_data': None, 'pruning_batch_size': 32, 'pruning_avg': None, 'pruning_mag_norm': 'l1', 'pruning_grad_T_order': 1}",,
Base model,164.376953125,0.8552136421203613
Removed 0 to 0,nan,0.2846379280090332
Removed 1 to 1,247.310302734375,0.3190765380859375
Removed 2 to 2,236.9208984375,0.31839752197265625
Removed 3 to 3,202.219970703125,0.32311367988586426
Removed 4 to 4,198.08349609375,0.3211629390716553
Removed 5 to 5,nan,0.3244342803955078
Removed 6 to 6,165.8209228515625,0.3197948932647705
Removed 7 to 7,188.1705322265625,0.32334280014038086
Removed 8 to 8,179.0963134765625,0.325925350189209
Removed 9 to 9,165.2056884765625,0.3251688480377197
Removed 10 to 10,177.7763671875,0.3212931156158447
Removed 11 to 11,173.9443359375,0.3243222236633301
Removed 12 to 12,164.4654541015625,0.32623744010925293
Removed 13 to 13,179.575439453125,0.321779727935791
Removed 14 to 14,184.68798828125,0.3238503932952881
Removed 15 to 15,195.5284423828125,0.32295894622802734
Removed 16 to 16,162.86767578125,0.32480955123901367
Removed 17 to 17,176.567138671875,0.3261094093322754
Removed 18 to 18,176.683349609375,0.322587251663208
Removed 19 to 19,172.365966796875,0.3238692283630371
Removed 20 to 20,186.76904296875,0.3240344524383545
Removed 21 to 21,182.9842529296875,0.3255903720855713
Removed 22 to 22,172.2744140625,0.32447171211242676
Removed 23 to 23,186.87890625,0.32207179069519043
Removed 24 to 24,169.7093505859375,0.32265496253967285
Removed 25 to 25,182.292236328125,0.32688355445861816
Removed 26 to 26,169.8712158203125,0.32549166679382324
Removed 27 to 27,173.78759765625,0.32393693923950195
Removed 28 to 28,166.3642578125,0.3256673812866211
Removed 29 to 29,168.3834228515625,0.3241560459136963
Removed 30 to 30,166.8648681640625,0.3234078884124756
Removed 31 to 31,636.12841796875,0.32306456565856934
Removed 0 to 1,nan,0.27518606185913086
Removed 1 to 2,358.027587890625,0.3133878707885742
Removed 2 to 3,332.032470703125,0.313154935836792
Removed 3 to 4,271.712890625,0.315169095993042
Removed 4 to 5,236.4111328125,0.31560754776000977
Removed 5 to 6,185.9180908203125,0.3164045810699463
Removed 6 to 7,186.8785400390625,0.3137946128845215
Removed 7 to 8,201.17333984375,0.31413960456848145
Removed 8 to 9,191.0343017578125,0.3119087219238281
Removed 9 to 10,178.8922119140625,0.3134462833404541
Removed 10 to 11,208.0294189453125,0.3145756721496582
Removed 11 to 12,188.4044189453125,0.31241583824157715
Removed 12 to 13,195.1552734375,0.3133547306060791
Removed 13 to 14,226.277099609375,0.31262826919555664
Removed 14 to 15,272.4332275390625,0.31409239768981934
Removed 15 to 16,211.37548828125,0.3155090808868408
Removed 16 to 17,170.493408203125,0.30778002738952637
Removed 17 to 18,196.3193359375,0.31743288040161133
Removed 18 to 19,182.401611328125,0.3151671886444092
Removed 19 to 20,205.8408203125,0.31543946266174316
Removed 20 to 21,214.6788330078125,0.31491589546203613
Removed 21 to 22,197.470458984375,0.3141613006591797
Removed 22 to 23,202.051513671875,0.3117027282714844
Removed 23 to 24,197.43017578125,0.31456923484802246
Removed 24 to 25,188.525634765625,0.3176393508911133
Removed 25 to 26,189.182373046875,0.31679248809814453
Removed 26 to 27,183.94189453125,0.31552720069885254
Removed 27 to 28,172.91943359375,0.31735801696777344
Removed 28 to 29,174.953857421875,0.31299853324890137
Removed 29 to 30,239.10400390625,0.312044620513916
Removed 30 to 31,832.458984375,0.31473278999328613
Removed 0 to 2,nan,0.26537561416625977
Removed 1 to 3,496.42236328125,0.3044614791870117
Removed 2 to 4,499.894775390625,0.30760645866394043
Removed 3 to 5,297.822021484375,0.3057591915130615
Removed 4 to 6,252.042236328125,0.3059399127960205
Removed 5 to 7,242.4527587890625,0.3028542995452881
Removed 6 to 8,244.289306640625,0.30403876304626465
Removed 7 to 9,244.0400390625,0.30433130264282227
Removed 8 to 10,206.2247314453125,0.30867719650268555
Removed 9 to 11,213.700439453125,0.3096954822540283
Removed 10 to 12,205.5810546875,0.307326078414917
Removed 11 to 13,293.271240234375,0.30718111991882324
Removed 12 to 14,254.93359375,0.30515050888061523
Removed 13 to 15,423.6629638671875,0.30599188804626465
Removed 14 to 16,252.92041015625,0.30368924140930176
Removed 15 to 17,224.3787841796875,0.3063485622406006
Removed 16 to 18,198.677001953125,0.3067288398742676
Removed 17 to 19,203.52392578125,0.30740857124328613
Removed 18 to 20,222.341064453125,0.3080897331237793
Removed 19 to 21,250.70556640625,0.30582427978515625
Removed 20 to 22,234.6517333984375,0.30588316917419434
Removed 21 to 23,240.885009765625,0.3061656951904297
Removed 22 to 24,225.453857421875,0.3067624568939209
Removed 23 to 25,235.99365234375,0.30820417404174805
Removed 24 to 26,200.81689453125,0.3039536476135254
Removed 25 to 27,207.4501953125,0.3046247959136963
Removed 26 to 28,186.07373046875,0.30379319190979004
Removed 27 to 29,186.388427734375,0.30687999725341797
Removed 28 to 30,325.357666015625,0.3096439838409424
Removed 29 to 31,1023.29833984375,0.3055601119995117
Removed 0 to 3,nan,0.2638835906982422
Removed 1 to 4,nan,0.2943401336669922
Removed 2 to 5,384.423828125,0.29651355743408203
Removed 3 to 6,1094.296875,0.29344654083251953
Removed 4 to 7,381.922119140625,0.2934684753417969
Removed 5 to 8,374.7958984375,0.2968404293060303
Removed 6 to 9,285.123779296875,0.2954981327056885
Removed 7 to 10,333.52978515625,0.29506707191467285
Removed 8 to 11,256.087890625,0.2938375473022461
Removed 9 to 12,261.2490234375,0.29765963554382324
Removed 10 to 13,622.67431640625,0.2952229976654053
Removed 11 to 14,398.33740234375,0.29577136039733887
Removed 12 to 15,482.237548828125,0.2948164939880371
Removed 13 to 16,387.283935546875,0.2935292720794678
Removed 14 to 17,285.037841796875,0.3025496006011963
Removed 15 to 18,276.9346923828125,0.295274019241333
Removed 16 to 19,236.59912109375,0.29598283767700195
Removed 17 to 20,272.317138671875,0.29271960258483887
Removed 18 to 21,261.851318359375,0.2966740131378174
Removed 19 to 22,278.4560546875,0.2966489791870117
Removed 20 to 23,295.705078125,0.2964942455291748
Removed 21 to 24,280.658203125,0.29704737663269043
Removed 22 to 25,283.582275390625,0.296262264251709
Removed 23 to 26,248.5546875,0.2996985912322998
Removed 24 to 27,228.730712890625,0.29903697967529297
Removed 25 to 28,219.08984375,0.2972698211669922
Removed 26 to 29,203.4404296875,0.29561662673950195
Removed 27 to 30,475.28564453125,0.2963285446166992
Removed 28 to 31,1317.78515625,0.29474759101867676
Removed 0 to 5,nan,0.2634449005126953
Removed 1 to 6,6007.5078125,0.27614402770996094
Removed 2 to 7,inf,0.27219176292419434
Removed 3 to 8,2169.02734375,0.2730274200439453
Removed 4 to 9,2010.3046875,0.2742645740509033
Removed 5 to 10,684.83642578125,0.2743208408355713
Removed 6 to 11,917.171875,0.2804992198944092
Removed 7 to 12,518.3037109375,0.2760944366455078
Removed 8 to 13,1155.46044921875,0.27726030349731445
Removed 9 to 14,1485.59326171875,0.2740645408630371
Removed 10 to 15,inf,0.27819371223449707
Removed 11 to 16,1716.345703125,0.2764577865600586
Removed 12 to 17,1027.837158203125,0.27444887161254883
Removed 13 to 18,681.48974609375,0.2745676040649414
Removed 14 to 19,298.4755859375,0.2772080898284912
Removed 15 to 20,596.17919921875,0.27756476402282715
Removed 16 to 21,509.1455078125,0.27854299545288086
Removed 17 to 22,390.089111328125,0.27804136276245117
Removed 18 to 23,427.7021484375,0.27633118629455566
Removed 19 to 24,486.6962890625,0.27593398094177246
Removed 20 to 25,597.595703125,0.2779402732849121
Removed 21 to 26,453.75390625,0.2784254550933838
Removed 22 to 27,377.091796875,0.27627992630004883
Removed 23 to 28,365.515869140625,0.27577662467956543
Removed 24 to 29,295.07568359375,0.27576708793640137
Removed 25 to 30,1894.5068359375,0.28183865547180176
Removed 26 to 31,1736.5634765625,0.27967405319213867
Modification,Perplexity_mean,Time_mean
"{'run_mode': 'prune', 'config': 'config.json', 'base_model': 'vinai/PhoGPT-4B-Chat', 'output': 'pruning_results.csv', 'instructive_prompt': False, 'measure_time': True, 'output_console': True, 'bnb': 'none', 'load_peft_path': None, 'model_path': '', 'dataset_path': '', 'block_size': 1024, 'precision': 'fp16', 'eval_after_train': None, 'save_full_model': None, 'save_path': './trained_model', 'benchmark': 'perplexity-essay-vn', 'repeat': 1, 'eval_base': True, 'pruning_method': 'xconsecutive', 'pruning_rate': [], 'pruning_layer_num': [1, 2, 3, 4, 6], 'pruning_target': '', 'pruning_data': 'c4', 'pruning_n_samples': 1000, 'pruning_rand_data': None, 'pruning_batch_size': 32, 'pruning_avg': None, 'pruning_mag_norm': 'l1', 'pruning_grad_T_order': 1}",,
Base model,12.650546875,0.919630765914917
Removed 0 to 0,nan,0.31331324577331543
Removed 1 to 1,16.874375,0.3260009288787842
Removed 2 to 2,15.8362109375,0.3251068592071533
Removed 3 to 3,14.17125,0.3251066207885742
Removed 4 to 4,13.5713671875,0.3252108097076416
Removed 5 to 5,12.29734375,0.3249025344848633
Removed 6 to 6,12.3973828125,0.3253929615020752
Removed 7 to 7,12.9371875,0.326080322265625
Removed 8 to 8,12.6122265625,0.3241157531738281
Removed 9 to 9,13.1166796875,0.32509422302246094
Removed 10 to 10,13.247578125,0.3261125087738037
Removed 11 to 11,13.1745703125,0.3255143165588379
Removed 12 to 12,12.7107421875,0.3266167640686035
Removed 13 to 13,12.9801953125,0.32695484161376953
Removed 14 to 14,12.5289453125,0.3268704414367676
Removed 15 to 15,12.718984375,0.3269917964935303
Removed 16 to 16,12.1796484375,0.32556939125061035
Removed 17 to 17,12.7390234375,0.3258657455444336
Removed 18 to 18,12.7341015625,0.3267500400543213
Removed 19 to 19,13.6515234375,0.32584619522094727
Removed 20 to 20,13.0917578125,0.32605409622192383
Removed 21 to 21,14.2265625,0.32660984992980957
Removed 22 to 22,13.0777734375,0.3264772891998291
Removed 23 to 23,13.52453125,0.3263428211212158
Removed 24 to 24,13.50453125,0.32496213912963867
Removed 25 to 25,12.6939453125,0.325969934463501
Removed 26 to 26,13.077421875,0.326732873916626
Removed 27 to 27,13.83171875,0.324662446975708
Removed 28 to 28,12.951328125,0.3270375728607178
Removed 29 to 29,13.253046875,0.3274269104003906
Removed 30 to 30,13.073203125,0.32713890075683594
Removed 31 to 31,22.6320703125,0.327136754989624
Removed 0 to 1,nan,0.3012073040008545
Removed 1 to 2,20.9853515625,0.3172142505645752
Removed 2 to 3,15.5557421875,0.3179502487182617
Removed 3 to 4,13.8201953125,0.3168630599975586
Removed 4 to 5,13.1446875,0.31830739974975586
Removed 5 to 6,12.5112890625,0.316774845123291
Removed 6 to 7,12.2912890625,0.31653714179992676
Removed 7 to 8,12.31265625,0.3181025981903076
Removed 8 to 9,13.2519140625,0.31765270233154297
Removed 9 to 10,13.6853515625,0.31688690185546875
Removed 10 to 11,13.88625,0.3162047863006592
Removed 11 to 12,13.381640625,0.3163115978240967
Removed 12 to 13,13.357109375,0.31659984588623047
Removed 13 to 14,13.0940234375,0.31766819953918457
Removed 14 to 15,12.878359375,0.3181607723236084
Removed 15 to 16,12.3165625,0.3193695545196533
Removed 16 to 17,12.540078125,0.3165407180786133
Removed 17 to 18,12.9608203125,0.3205230236053467
Removed 18 to 19,14.2152734375,0.3181419372558594
Removed 19 to 20,14.3666796875,0.31696152687072754
Removed 20 to 21,14.892109375,0.31854987144470215
Removed 21 to 22,15.15515625,0.317429780960083
Removed 22 to 23,14.423125,0.31760144233703613
Removed 23 to 24,14.421640625,0.317213773727417
Removed 24 to 25,13.98359375,0.3178844451904297
Removed 25 to 26,13.0600390625,0.3179793357849121
Removed 26 to 27,14.71453125,0.3176233768463135
Removed 27 to 28,14.2209375,0.3179037570953369
Removed 28 to 29,14.27828125,0.32089948654174805
Removed 29 to 30,27.587734375,0.3227860927581787
Removed 30 to 31,23.68703125,0.3208143711090088
Removed 0 to 2,nan,0.2967946529388428
Removed 1 to 3,21.7887109375,0.30907130241394043
Removed 2 to 4,18.0711328125,0.30759310722351074
Removed 3 to 5,12.9905078125,0.3070182800292969
Removed 4 to 6,15.473671875,0.30710697174072266
Removed 5 to 7,15.8583203125,0.3101613521575928
Removed 6 to 8,15.920859375,0.30798768997192383
Removed 7 to 9,15.48609375,0.30654478073120117
Removed 8 to 10,13.8213671875,0.30774664878845215
Removed 9 to 11,14.5093359375,0.3083949089050293
Removed 10 to 12,14.25671875,0.30925750732421875
Removed 11 to 13,14.5109765625,0.3094141483306885
Removed 12 to 14,13.733515625,0.3082098960876465
Removed 13 to 15,14.0623828125,0.30883288383483887
Removed 14 to 16,12.8471875,0.30835771560668945
Removed 15 to 17,12.7794140625,0.30904650688171387
Removed 16 to 18,13.1908984375,0.30855321884155273
Removed 17 to 19,14.830546875,0.31044507026672363
Removed 18 to 20,14.7455859375,0.3097496032714844
Removed 19 to 21,16.180390625,0.3093693256378174
Removed 20 to 22,15.72203125,0.3101482391357422
Removed 21 to 23,17.07484375,0.31017088890075684
Removed 22 to 24,15.168046875,0.3067667484283447
Removed 23 to 25,14.9308203125,0.3077857494354248
Removed 24 to 26,14.435390625,0.30912327766418457
Removed 25 to 27,14.7525390625,0.30991244316101074
Removed 26 to 28,15.2018359375,0.3069889545440674
Removed 27 to 29,16.073359375,0.3094367980957031
Removed 28 to 30,42.980703125,0.31188511848449707
Removed 29 to 31,26.3666796875,0.3092379570007324
Removed 0 to 3,nan,0.28441643714904785
Removed 1 to 4,186.66640625,0.29930710792541504
Removed 2 to 5,16.8555859375,0.30050230026245117
Removed 3 to 6,46.715546875,0.29938220977783203
Removed 4 to 7,21.3596875,0.29773640632629395
Removed 5 to 8,21.012890625,0.29857587814331055
Removed 6 to 9,20.6557421875,0.3009200096130371
Removed 7 to 10,15.9694921875,0.2992432117462158
Removed 8 to 11,14.4537109375,0.2990405559539795
Removed 9 to 12,15.314921875,0.29934024810791016
Removed 10 to 13,15.7982421875,0.29999566078186035
Removed 11 to 14,15.3741015625,0.2993919849395752
Removed 12 to 15,15.5337109375,0.2987334728240967
Removed 13 to 16,14.03375,0.29908061027526855
Removed 14 to 17,13.746171875,0.3008430004119873
Removed 15 to 18,13.4037109375,0.29911375045776367
Removed 16 to 19,15.1898046875,0.30036354064941406
Removed 17 to 20,15.2918359375,0.2998828887939453
Removed 18 to 21,16.9558984375,0.2960801124572754
Removed 19 to 22,17.0114453125,0.30086541175842285
Removed 20 to 23,17.395,0.30042099952697754
Removed 21 to 24,17.8498828125,0.29729175567626953
Removed 22 to 25,16.033828125,0.29921746253967285
Removed 23 to 26,15.6560546875,0.3011291027069092
Removed 24 to 27,16.401328125,0.29952144622802734
Removed 25 to 28,16.1176171875,0.3014700412750244
Removed 26 to 29,17.635,0.3016364574432373
Removed 27 to 30,68.6603125,0.30194616317749023
Removed 28 to 31,29.51234375,0.30219459533691406
Removed 0 to 5,nan,0.2732219696044922
Removed 1 to 6,1081.90875,0.2768533229827881
Removed 2 to 7,541.55125,0.28136539459228516
Removed 3 to 8,88.39765625,0.27661991119384766
Removed 4 to 9,130.74625,0.27986907958984375
Removed 5 to 10,53.878828125,0.27973413467407227
Removed 6 to 11,30.173828125,0.2813720703125
Removed 7 to 12,19.3010546875,0.28147339820861816
Removed 8 to 13,19.5641015625,0.28189802169799805
Removed 9 to 14,19.8337890625,0.28281164169311523
Removed 10 to 15,21.93890625,0.27861738204956055
Removed 11 to 16,20.15296875,0.280134916305542
Removed 12 to 17,18.570390625,0.27780747413635254
Removed 13 to 18,17.093125,0.27725958824157715
Removed 14 to 19,15.9062890625,0.2813084125518799
Removed 15 to 20,16.07828125,0.2793869972229004
Removed 16 to 21,21.432109375,0.2801785469055176
Removed 17 to 22,22.046484375,0.27899169921875
Removed 18 to 23,22.924609375,0.2786581516265869
Removed 19 to 24,21.49796875,0.27747058868408203
Removed 20 to 25,20.7565625,0.27992987632751465
Removed 21 to 26,21.71140625,0.28118133544921875
Removed 22 to 27,19.620234375,0.27864742279052734
Removed 23 to 28,20.400859375,0.27938342094421387
Removed 24 to 29,22.128125,0.27933645248413086
Removed 25 to 30,205.5584375,0.27911877632141113
Removed 26 to 31,36.8347265625,0.2791275978088379
